year_of_diagnosis,age_group,adjusted_ajcc_6th_stage,tumor_site,Age
1997,75-84 yrs,III,Upper-inner quadrant,14
1997,75-84 yrs,III,Upper-outer quadrant,81
1997,75-84 yrs,IV,Axillary tail,1
1997,75-84 yrs,IV,"Breast, NOS",60
1997,75-84 yrs,IV,Central portion,8
1997,75-84 yrs,IV,Lower-inner quadrant,6
1997,75-84 yrs,IV,Lower-outer quadrant,3
1997,75-84 yrs,IV,Nipple,1
1997,75-84 yrs,IV,Overlapping lesion,21
1997,75-84 yrs,IV,Upper-inner quadrant,4
1997,75-84 yrs,IV,Upper-outer quadrant,29
1997,75-84 yrs,Unknown,Axillary tail,6
1997,75-84 yrs,Unknown,"Breast, NOS",351
1997,75-84 yrs,Unknown,Central portion,45
1997,75-84 yrs,Unknown,Lower-inner quadrant,23
1997,75-84 yrs,Unknown,Lower-outer quadrant,35
1997,75-84 yrs,Unknown,Nipple,12
1997,75-84 yrs,Unknown,Overlapping lesion,143
1997,75-84 yrs,Unknown,Upper-inner quadrant,54
1997,75-84 yrs,Unknown,Upper-outer quadrant,181
1998,5-14 yrs,0,Axillary tail,0
1998,5-14 yrs,0,"Breast, NOS",0
1998,5-14 yrs,0,Central portion,0
1998,5-14 yrs,0,Lower-inner quadrant,0
1998,5-14 yrs,0,Lower-outer quadrant,0
1998,5-14 yrs,0,Nipple,0
1998,5-14 yrs,0,Overlapping lesion,0
1998,5-14 yrs,0,Upper-inner quadrant,0
1998,5-14 yrs,0,Upper-outer quadrant,0
1998,5-14 yrs,I,Axillary tail,0
1998,5-14 yrs,I,"Breast, NOS",0
1998,5-14 yrs,I,Central portion,0
1998,5-14 yrs,I,Lower-inner quadrant,0
1998,5-14 yrs,I,Lower-outer quadrant,0
1998,5-14 yrs,I,Nipple,0
1998,5-14 yrs,I,Overlapping lesion,0
1998,5-14 yrs,I,Upper-inner quadrant,0
1998,5-14 yrs,I,Upper-outer quadrant,0
1998,5-14 yrs,II,Axillary tail,0
1998,5-14 yrs,II,"Breast, NOS",0
1998,5-14 yrs,II,Central portion,0
1998,5-14 yrs,II,Lower-inner quadrant,0
1998,5-14 yrs,II,Lower-outer quadrant,0
1998,5-14 yrs,II,Nipple,0
1998,5-14 yrs,II,Overlapping lesion,0
1998,5-14 yrs,II,Upper-inner quadrant,0
1998,5-14 yrs,II,Upper-outer quadrant,0
1998,5-14 yrs,III,Axillary tail,0
1998,5-14 yrs,III,"Breast, NOS",0
1998,5-14 yrs,III,Central portion,0
1998,5-14 yrs,III,Lower-inner quadrant,0
1998,5-14 yrs,III,Lower-outer quadrant,0
1998,5-14 yrs,III,Nipple,0
1998,5-14 yrs,III,Overlapping lesion,0
1998,5-14 yrs,III,Upper-inner quadrant,0
1998,5-14 yrs,III,Upper-outer quadrant,0
1998,5-14 yrs,IV,Axillary tail,0
1998,5-14 yrs,IV,"Breast, NOS",0
1998,5-14 yrs,IV,Central portion,0
1998,5-14 yrs,IV,Lower-inner quadrant,0
1998,5-14 yrs,IV,Lower-outer quadrant,0
1998,5-14 yrs,IV,Nipple,0
1998,5-14 yrs,IV,Overlapping lesion,0
1998,5-14 yrs,IV,Upper-inner quadrant,0
1998,5-14 yrs,IV,Upper-outer quadrant,0
1998,5-14 yrs,Unknown,Axillary tail,0
1998,5-14 yrs,Unknown,"Breast, NOS",0
1998,5-14 yrs,Unknown,Central portion,0
1998,5-14 yrs,Unknown,Lower-inner quadrant,0
1998,5-14 yrs,Unknown,Lower-outer quadrant,0
1998,5-14 yrs,Unknown,Nipple,0
1998,5-14 yrs,Unknown,Overlapping lesion,0
1998,5-14 yrs,Unknown,Upper-inner quadrant,0
1998,5-14 yrs,Unknown,Upper-outer quadrant,0
1998,15-24 yrs,0,Axillary tail,0
1998,15-24 yrs,0,"Breast, NOS",0
1998,15-24 yrs,0,Central portion,0
1998,15-24 yrs,0,Lower-inner quadrant,0
1998,15-24 yrs,0,Lower-outer quadrant,0
1998,15-24 yrs,0,Nipple,0
1998,15-24 yrs,0,Overlapping lesion,0
1998,15-24 yrs,0,Upper-inner quadrant,0
1998,15-24 yrs,0,Upper-outer quadrant,0
1998,15-24 yrs,I,Axillary tail,0
1998,15-24 yrs,I,"Breast, NOS",1
1998,15-24 yrs,I,Central portion,2
1998,15-24 yrs,I,Lower-inner quadrant,1
1998,15-24 yrs,I,Lower-outer quadrant,0
1998,15-24 yrs,I,Nipple,0
1998,15-24 yrs,I,Overlapping lesion,0
1998,15-24 yrs,I,Upper-inner quadrant,0
1998,15-24 yrs,I,Upper-outer quadrant,1
1998,15-24 yrs,II,Axillary tail,0
1998,15-24 yrs,II,"Breast, NOS",1
1998,15-24 yrs,II,Central portion,0
1998,15-24 yrs,II,Lower-inner quadrant,0
1998,15-24 yrs,II,Lower-outer quadrant,0
1998,15-24 yrs,II,Nipple,0
1998,15-24 yrs,II,Overlapping lesion,2
1998,15-24 yrs,II,Upper-inner quadrant,0
1998,15-24 yrs,II,Upper-outer quadrant,2
1998,15-24 yrs,III,Axillary tail,0
1998,15-24 yrs,III,"Breast, NOS",1
1998,15-24 yrs,III,Central portion,0
1998,15-24 yrs,III,Lower-inner quadrant,0
1998,15-24 yrs,III,Lower-outer quadrant,0
1998,15-24 yrs,III,Nipple,0
1998,15-24 yrs,III,Overlapping lesion,0
1998,15-24 yrs,III,Upper-inner quadrant,0
1998,15-24 yrs,III,Upper-outer quadrant,0
1998,15-24 yrs,IV,Axillary tail,0
1998,15-24 yrs,IV,"Breast, NOS",0
1998,15-24 yrs,IV,Central portion,0
1998,15-24 yrs,IV,Lower-inner quadrant,0
1998,15-24 yrs,IV,Lower-outer quadrant,0
1998,15-24 yrs,IV,Nipple,0
1998,15-24 yrs,IV,Overlapping lesion,0
1998,15-24 yrs,IV,Upper-inner quadrant,0
1998,15-24 yrs,IV,Upper-outer quadrant,0
1998,15-24 yrs,Unknown,Axillary tail,0
1998,15-24 yrs,Unknown,"Breast, NOS",0
1998,15-24 yrs,Unknown,Central portion,0
1998,15-24 yrs,Unknown,Lower-inner quadrant,0
1998,15-24 yrs,Unknown,Lower-outer quadrant,1
1998,15-24 yrs,Unknown,Nipple,0
1998,15-24 yrs,Unknown,Overlapping lesion,1
1998,15-24 yrs,Unknown,Upper-inner quadrant,1
1998,15-24 yrs,Unknown,Upper-outer quadrant,2
1998,25-34 yrs,0,Axillary tail,0
1998,25-34 yrs,0,"Breast, NOS",0
1998,25-34 yrs,0,Central portion,0
1998,25-34 yrs,0,Lower-inner quadrant,0
1998,25-34 yrs,0,Lower-outer quadrant,0
1998,25-34 yrs,0,Nipple,1
1998,25-34 yrs,0,Overlapping lesion,0
1998,25-34 yrs,0,Upper-inner quadrant,0
1998,25-34 yrs,0,Upper-outer quadrant,0
1998,25-34 yrs,I,Axillary tail,2
1998,25-34 yrs,I,"Breast, NOS",9
1998,25-34 yrs,I,Central portion,7
1998,25-34 yrs,I,Lower-inner quadrant,3
1998,25-34 yrs,I,Lower-outer quadrant,9
1998,25-34 yrs,I,Nipple,1
1998,25-34 yrs,I,Overlapping lesion,26
1998,25-34 yrs,I,Upper-inner quadrant,15
1998,25-34 yrs,I,Upper-outer quadrant,39
1998,25-34 yrs,II,Axillary tail,4
1998,25-34 yrs,II,"Breast, NOS",18
1998,25-34 yrs,II,Central portion,9
1998,25-34 yrs,II,Lower-inner quadrant,6
1998,25-34 yrs,II,Lower-outer quadrant,13
1998,25-34 yrs,II,Nipple,1
1998,25-34 yrs,II,Overlapping lesion,27
1998,25-34 yrs,II,Upper-inner quadrant,19
1998,25-34 yrs,II,Upper-outer quadrant,53
1998,25-34 yrs,III,Axillary tail,1
1998,25-34 yrs,III,"Breast, NOS",22
1998,25-34 yrs,III,Central portion,2
1998,25-34 yrs,III,Lower-inner quadrant,0
1998,25-34 yrs,III,Lower-outer quadrant,4
1998,25-34 yrs,III,Nipple,1
1998,25-34 yrs,III,Overlapping lesion,23
1998,25-34 yrs,III,Upper-inner quadrant,6
1998,25-34 yrs,III,Upper-outer quadrant,24
1998,25-34 yrs,IV,Axillary tail,0
1998,25-34 yrs,IV,"Breast, NOS",7
1998,25-34 yrs,IV,Central portion,0
1998,25-34 yrs,IV,Lower-inner quadrant,0
1998,25-34 yrs,IV,Lower-outer quadrant,1
1998,25-34 yrs,IV,Nipple,1
1998,25-34 yrs,IV,Overlapping lesion,1
1998,25-34 yrs,IV,Upper-inner quadrant,1
1998,25-34 yrs,IV,Upper-outer quadrant,3
1998,25-34 yrs,Unknown,Axillary tail,0
1998,25-34 yrs,Unknown,"Breast, NOS",16
1998,25-34 yrs,Unknown,Central portion,1
1998,25-34 yrs,Unknown,Lower-inner quadrant,1
1998,25-34 yrs,Unknown,Lower-outer quadrant,1
1998,25-34 yrs,Unknown,Nipple,0
1998,25-34 yrs,Unknown,Overlapping lesion,7
1998,25-34 yrs,Unknown,Upper-inner quadrant,1
1998,25-34 yrs,Unknown,Upper-outer quadrant,6
1998,35-44 yrs,0,Axillary tail,0
1998,35-44 yrs,0,"Breast, NOS",0
1998,35-44 yrs,0,Central portion,0
1998,35-44 yrs,0,Lower-inner quadrant,0
1998,35-44 yrs,0,Lower-outer quadrant,0
1998,35-44 yrs,0,Nipple,1
1998,35-44 yrs,0,Overlapping lesion,0
1998,35-44 yrs,0,Upper-inner quadrant,0
1998,35-44 yrs,0,Upper-outer quadrant,0
1998,35-44 yrs,I,Axillary tail,9
1998,35-44 yrs,I,"Breast, NOS",92
1998,35-44 yrs,I,Central portion,36
1998,35-44 yrs,I,Lower-inner quadrant,42
1998,35-44 yrs,I,Lower-outer quadrant,51
1998,35-44 yrs,I,Nipple,6
1998,35-44 yrs,I,Overlapping lesion,137
1998,35-44 yrs,I,Upper-inner quadrant,107
1998,35-44 yrs,I,Upper-outer quadrant,298
1998,35-44 yrs,II,Axillary tail,4
1998,35-44 yrs,II,"Breast, NOS",71
1998,35-44 yrs,II,Central portion,31
1998,35-44 yrs,II,Lower-inner quadrant,30
1998,35-44 yrs,II,Lower-outer quadrant,54
1998,35-44 yrs,II,Nipple,3
1998,35-44 yrs,II,Overlapping lesion,125
1998,35-44 yrs,II,Upper-inner quadrant,69
1998,35-44 yrs,II,Upper-outer quadrant,272
1998,35-44 yrs,III,Axillary tail,0
1998,35-44 yrs,III,"Breast, NOS",60
1998,35-44 yrs,III,Central portion,11
1998,35-44 yrs,III,Lower-inner quadrant,9
1998,35-44 yrs,III,Lower-outer quadrant,18
1998,35-44 yrs,III,Nipple,1
1998,35-44 yrs,III,Overlapping lesion,68
1998,35-44 yrs,III,Upper-inner quadrant,22
1998,35-44 yrs,III,Upper-outer quadrant,98
1998,35-44 yrs,IV,Axillary tail,0
1998,35-44 yrs,IV,"Breast, NOS",22
1998,35-44 yrs,IV,Central portion,6
1998,35-44 yrs,IV,Lower-inner quadrant,1
1998,35-44 yrs,IV,Lower-outer quadrant,1
1998,35-44 yrs,IV,Nipple,0
1998,35-44 yrs,IV,Overlapping lesion,11
1998,35-44 yrs,IV,Upper-inner quadrant,2
1998,35-44 yrs,IV,Upper-outer quadrant,12
1998,35-44 yrs,Unknown,Axillary tail,2
1998,35-44 yrs,Unknown,"Breast, NOS",64
1998,35-44 yrs,Unknown,Central portion,4
1998,35-44 yrs,Unknown,Lower-inner quadrant,5
1998,35-44 yrs,Unknown,Lower-outer quadrant,3
1998,35-44 yrs,Unknown,Nipple,2
1998,35-44 yrs,Unknown,Overlapping lesion,19
1998,35-44 yrs,Unknown,Upper-inner quadrant,12
1998,35-44 yrs,Unknown,Upper-outer quadrant,41
1998,45-54 yrs,0,Axillary tail,0
1998,45-54 yrs,0,"Breast, NOS",0
1998,45-54 yrs,0,Central portion,0
1998,45-54 yrs,0,Lower-inner quadrant,0
1998,45-54 yrs,0,Lower-outer quadrant,0
1998,45-54 yrs,0,Nipple,3
1998,45-54 yrs,0,Overlapping lesion,0
1998,45-54 yrs,0,Upper-inner quadrant,0
1998,45-54 yrs,0,Upper-outer quadrant,1
1998,45-54 yrs,I,Axillary tail,12
1998,45-54 yrs,I,"Breast, NOS",185
1998,45-54 yrs,I,Central portion,87
1998,45-54 yrs,I,Lower-inner quadrant,97
1998,45-54 yrs,I,Lower-outer quadrant,94
1998,45-54 yrs,I,Nipple,5
1998,45-54 yrs,I,Overlapping lesion,321
1998,45-54 yrs,I,Upper-inner quadrant,200
1998,45-54 yrs,I,Upper-outer quadrant,582
1998,45-54 yrs,II,Axillary tail,11
1998,45-54 yrs,II,"Breast, NOS",145
1998,45-54 yrs,II,Central portion,73
1998,45-54 yrs,II,Lower-inner quadrant,57
1998,45-54 yrs,II,Lower-outer quadrant,69
1998,45-54 yrs,II,Nipple,6
1998,45-54 yrs,II,Overlapping lesion,221
1998,45-54 yrs,II,Upper-inner quadrant,127
1998,45-54 yrs,II,Upper-outer quadrant,418
1998,45-54 yrs,III,Axillary tail,7
1998,45-54 yrs,III,"Breast, NOS",105
1998,45-54 yrs,III,Central portion,30
1998,45-54 yrs,III,Lower-inner quadrant,14
1998,45-54 yrs,III,Lower-outer quadrant,22
1998,45-54 yrs,III,Nipple,3
1998,45-54 yrs,III,Overlapping lesion,110
1998,45-54 yrs,III,Upper-inner quadrant,32
1998,45-54 yrs,III,Upper-outer quadrant,159
1998,45-54 yrs,IV,Axillary tail,0
1998,45-54 yrs,IV,"Breast, NOS",59
1998,45-54 yrs,IV,Central portion,6
1998,45-54 yrs,IV,Lower-inner quadrant,4
1998,45-54 yrs,IV,Lower-outer quadrant,4
1998,45-54 yrs,IV,Nipple,0
1998,45-54 yrs,IV,Overlapping lesion,18
1998,45-54 yrs,IV,Upper-inner quadrant,7
1998,45-54 yrs,IV,Upper-outer quadrant,23
1998,45-54 yrs,Unknown,Axillary tail,1
1998,45-54 yrs,Unknown,"Breast, NOS",80
1998,45-54 yrs,Unknown,Central portion,9
1998,45-54 yrs,Unknown,Lower-inner quadrant,10
1998,45-54 yrs,Unknown,Lower-outer quadrant,11
1998,45-54 yrs,Unknown,Nipple,0
1998,45-54 yrs,Unknown,Overlapping lesion,37
1998,45-54 yrs,Unknown,Upper-inner quadrant,13
1998,45-54 yrs,Unknown,Upper-outer quadrant,46
1998,55-64 yrs,0,Axillary tail,0
1998,55-64 yrs,0,"Breast, NOS",1
1998,55-64 yrs,0,Central portion,0
1998,55-64 yrs,0,Lower-inner quadrant,0
1998,55-64 yrs,0,Lower-outer quadrant,0
1998,55-64 yrs,0,Nipple,3
1998,55-64 yrs,0,Overlapping lesion,0
1998,55-64 yrs,0,Upper-inner quadrant,0
1998,55-64 yrs,0,Upper-outer quadrant,0
1998,55-64 yrs,I,Axillary tail,12
1998,55-64 yrs,I,"Breast, NOS",189
1998,55-64 yrs,I,Central portion,95
1998,55-64 yrs,I,Lower-inner quadrant,114
1998,55-64 yrs,I,Lower-outer quadrant,106
1998,55-64 yrs,I,Nipple,14
1998,55-64 yrs,I,Overlapping lesion,339
1998,55-64 yrs,I,Upper-inner quadrant,189
1998,55-64 yrs,I,Upper-outer quadrant,611
1998,55-64 yrs,II,Axillary tail,4
1998,55-64 yrs,II,"Breast, NOS",99
1998,55-64 yrs,II,Central portion,89
1998,55-64 yrs,II,Lower-inner quadrant,38
1998,55-64 yrs,II,Lower-outer quadrant,65
1998,55-64 yrs,II,Nipple,7
1998,55-64 yrs,II,Overlapping lesion,177
1998,55-64 yrs,II,Upper-inner quadrant,86
1998,55-64 yrs,II,Upper-outer quadrant,324
1998,55-64 yrs,III,Axillary tail,2
1998,55-64 yrs,III,"Breast, NOS",66
1998,55-64 yrs,III,Central portion,26
1998,55-64 yrs,III,Lower-inner quadrant,9
1998,55-64 yrs,III,Lower-outer quadrant,35
1998,55-64 yrs,III,Nipple,6
1998,55-64 yrs,III,Overlapping lesion,80
1998,55-64 yrs,III,Upper-inner quadrant,15
1998,55-64 yrs,III,Upper-outer quadrant,134
1998,55-64 yrs,IV,Axillary tail,1
1998,55-64 yrs,IV,"Breast, NOS",51
1998,55-64 yrs,IV,Central portion,9
1998,55-64 yrs,IV,Lower-inner quadrant,1
1998,55-64 yrs,IV,Lower-outer quadrant,4
1998,55-64 yrs,IV,Nipple,2
1998,55-64 yrs,IV,Overlapping lesion,21
1998,55-64 yrs,IV,Upper-inner quadrant,6
1998,55-64 yrs,IV,Upper-outer quadrant,23
1998,55-64 yrs,Unknown,Axillary tail,2
1998,55-64 yrs,Unknown,"Breast, NOS",81
1998,55-64 yrs,Unknown,Central portion,14
1998,55-64 yrs,Unknown,Lower-inner quadrant,10
1998,55-64 yrs,Unknown,Lower-outer quadrant,10
1998,55-64 yrs,Unknown,Nipple,6
1998,55-64 yrs,Unknown,Overlapping lesion,28
1998,55-64 yrs,Unknown,Upper-inner quadrant,20
1998,55-64 yrs,Unknown,Upper-outer quadrant,62
1998,65-74 yrs,0,Axillary tail,0
1998,65-74 yrs,0,"Breast, NOS",1
1998,65-74 yrs,0,Central portion,0
1998,65-74 yrs,0,Lower-inner quadrant,0
1998,65-74 yrs,0,Lower-outer quadrant,0
1998,65-74 yrs,0,Nipple,3
1998,65-74 yrs,0,Overlapping lesion,1
1998,65-74 yrs,0,Upper-inner quadrant,0
1998,65-74 yrs,0,Upper-outer quadrant,0
1998,65-74 yrs,I,Axillary tail,10
1998,65-74 yrs,I,"Breast, NOS",227
1998,65-74 yrs,I,Central portion,127
1998,65-74 yrs,I,Lower-inner quadrant,125
1998,65-74 yrs,I,Lower-outer quadrant,124
1998,65-74 yrs,I,Nipple,14
1998,65-74 yrs,I,Overlapping lesion,381
1998,65-74 yrs,I,Upper-inner quadrant,232
1998,65-74 yrs,I,Upper-outer quadrant,646
1998,65-74 yrs,II,Axillary tail,10
1998,65-74 yrs,II,"Breast, NOS",100
1998,65-74 yrs,II,Central portion,58
1998,65-74 yrs,II,Lower-inner quadrant,58
1998,65-74 yrs,II,Lower-outer quadrant,47
1998,65-74 yrs,II,Nipple,9
1998,65-74 yrs,II,Overlapping lesion,154
1998,65-74 yrs,II,Upper-inner quadrant,81
1998,65-74 yrs,II,Upper-outer quadrant,327
1998,65-74 yrs,III,Axillary tail,6
1998,65-74 yrs,III,"Breast, NOS",65
1998,65-74 yrs,III,Central portion,36
1998,65-74 yrs,III,Lower-inner quadrant,11
1998,65-74 yrs,III,Lower-outer quadrant,13
1998,65-74 yrs,III,Nipple,4
1998,65-74 yrs,III,Overlapping lesion,62
1998,65-74 yrs,III,Upper-inner quadrant,10
1998,65-74 yrs,III,Upper-outer quadrant,87
1998,65-74 yrs,IV,Axillary tail,1
1998,65-74 yrs,IV,"Breast, NOS",72
1998,65-74 yrs,IV,Central portion,9
1998,65-74 yrs,IV,Lower-inner quadrant,3
1998,65-74 yrs,IV,Lower-outer quadrant,5
1998,65-74 yrs,IV,Nipple,2
1998,65-74 yrs,IV,Overlapping lesion,25
1998,65-74 yrs,IV,Upper-inner quadrant,4
1998,65-74 yrs,IV,Upper-outer quadrant,28
1998,65-74 yrs,Unknown,Axillary tail,0
1998,65-74 yrs,Unknown,"Breast, NOS",113
1998,65-74 yrs,Unknown,Central portion,18
1998,65-74 yrs,Unknown,Lower-inner quadrant,18
1998,65-74 yrs,Unknown,Lower-outer quadrant,19
1998,65-74 yrs,Unknown,Nipple,5
1998,65-74 yrs,Unknown,Overlapping lesion,40
1998,65-74 yrs,Unknown,Upper-inner quadrant,28
1998,65-74 yrs,Unknown,Upper-outer quadrant,103
1998,75-84 yrs,0,Axillary tail,0
1998,75-84 yrs,0,"Breast, NOS",0
1998,75-84 yrs,0,Central portion,1
1998,75-84 yrs,0,Lower-inner quadrant,0
1998,75-84 yrs,0,Lower-outer quadrant,0
1998,75-84 yrs,0,Nipple,2
1998,75-84 yrs,0,Overlapping lesion,0
1998,75-84 yrs,0,Upper-inner quadrant,0
1998,75-84 yrs,0,Upper-outer quadrant,0
1998,75-84 yrs,I,Axillary tail,6
1998,75-84 yrs,I,"Breast, NOS",156
1998,75-84 yrs,I,Central portion,97
1998,75-84 yrs,I,Lower-inner quadrant,105
1998,75-84 yrs,I,Lower-outer quadrant,89
1998,75-84 yrs,I,Nipple,17
1998,75-84 yrs,I,Overlapping lesion,308
1998,75-84 yrs,I,Upper-inner quadrant,167
1998,75-84 yrs,I,Upper-outer quadrant,498
1998,75-84 yrs,II,Axillary tail,9
1998,75-84 yrs,II,"Breast, NOS",127
1998,75-84 yrs,II,Central portion,74
1998,75-84 yrs,II,Lower-inner quadrant,50
1998,75-84 yrs,II,Lower-outer quadrant,42
1998,75-84 yrs,II,Nipple,2
1998,75-84 yrs,II,Overlapping lesion,150
1998,75-84 yrs,II,Upper-inner quadrant,60
1998,75-84 yrs,II,Upper-outer quadrant,290
1998,75-84 yrs,III,Axillary tail,3
1998,75-84 yrs,III,"Breast, NOS",83
1998,75-84 yrs,III,Central portion,27
1998,75-84 yrs,III,Lower-inner quadrant,10
1998,75-84 yrs,III,Lower-outer quadrant,23
1998,75-84 yrs,III,Nipple,5
1998,75-84 yrs,III,Overlapping lesion,63
1998,75-84 yrs,III,Upper-inner quadrant,12
1998,75-84 yrs,III,Upper-outer quadrant,102
1998,75-84 yrs,IV,Axillary tail,1
1998,75-84 yrs,IV,"Breast, NOS",64
1998,75-84 yrs,IV,Central portion,9
1998,75-84 yrs,IV,Lower-inner quadrant,5
1998,75-84 yrs,IV,Lower-outer quadrant,4
1998,75-84 yrs,IV,Nipple,0
1998,75-84 yrs,IV,Overlapping lesion,22
1998,75-84 yrs,IV,Upper-inner quadrant,5
1998,75-84 yrs,IV,Upper-outer quadrant,31
1998,75-84 yrs,Unknown,Axillary tail,4
1998,75-84 yrs,Unknown,"Breast, NOS",321
1998,75-84 yrs,Unknown,Central portion,32
1998,75-84 yrs,Unknown,Lower-inner quadrant,30
1998,75-84 yrs,Unknown,Lower-outer quadrant,28
1998,75-84 yrs,Unknown,Nipple,12
1998,75-84 yrs,Unknown,Overlapping lesion,94
1998,75-84 yrs,Unknown,Upper-inner quadrant,41
1998,75-84 yrs,Unknown,Upper-outer quadrant,132
1999,5-14 yrs,0,Axillary tail,0
1999,5-14 yrs,0,"Breast, NOS",0
1999,5-14 yrs,0,Central portion,0
1999,5-14 yrs,0,Lower-inner quadrant,0
1999,5-14 yrs,0,Lower-outer quadrant,0
1999,5-14 yrs,0,Nipple,0
1999,5-14 yrs,0,Overlapping lesion,0
1999,5-14 yrs,0,Upper-inner quadrant,0
1999,5-14 yrs,0,Upper-outer quadrant,0
1999,5-14 yrs,I,Axillary tail,0
1999,5-14 yrs,I,"Breast, NOS",0
1999,5-14 yrs,I,Central portion,0
1999,5-14 yrs,I,Lower-inner quadrant,0
1999,5-14 yrs,I,Lower-outer quadrant,0
1999,5-14 yrs,I,Nipple,0
1999,5-14 yrs,I,Overlapping lesion,0
1999,5-14 yrs,I,Upper-inner quadrant,0
1999,5-14 yrs,I,Upper-outer quadrant,0
1999,5-14 yrs,II,Axillary tail,0
1999,5-14 yrs,II,"Breast, NOS",0
1999,5-14 yrs,II,Central portion,0
1999,5-14 yrs,II,Lower-inner quadrant,0
1999,5-14 yrs,II,Lower-outer quadrant,0
1999,5-14 yrs,II,Nipple,0
1999,5-14 yrs,II,Overlapping lesion,0
1999,5-14 yrs,II,Upper-inner quadrant,0
1999,5-14 yrs,II,Upper-outer quadrant,0
1999,5-14 yrs,III,Axillary tail,0
1999,5-14 yrs,III,"Breast, NOS",0
1999,5-14 yrs,III,Central portion,0
1999,5-14 yrs,III,Lower-inner quadrant,0
1999,5-14 yrs,III,Lower-outer quadrant,0
1999,5-14 yrs,III,Nipple,0
1999,5-14 yrs,III,Overlapping lesion,0
1999,5-14 yrs,III,Upper-inner quadrant,0
1999,5-14 yrs,III,Upper-outer quadrant,0
1999,5-14 yrs,IV,Axillary tail,0
1999,5-14 yrs,IV,"Breast, NOS",0
1999,5-14 yrs,IV,Central portion,0
1999,5-14 yrs,IV,Lower-inner quadrant,0
1999,5-14 yrs,IV,Lower-outer quadrant,0
1999,5-14 yrs,IV,Nipple,0
1999,5-14 yrs,IV,Overlapping lesion,0
1999,5-14 yrs,IV,Upper-inner quadrant,0
1999,5-14 yrs,IV,Upper-outer quadrant,0
1999,5-14 yrs,Unknown,Axillary tail,0
1999,5-14 yrs,Unknown,"Breast, NOS",0
1999,5-14 yrs,Unknown,Central portion,0
1999,5-14 yrs,Unknown,Lower-inner quadrant,0
1999,5-14 yrs,Unknown,Lower-outer quadrant,0
1999,5-14 yrs,Unknown,Nipple,0
1999,5-14 yrs,Unknown,Overlapping lesion,0
1999,5-14 yrs,Unknown,Upper-inner quadrant,0
1999,5-14 yrs,Unknown,Upper-outer quadrant,0
1999,15-24 yrs,0,Axillary tail,0
1999,15-24 yrs,0,"Breast, NOS",0
1999,15-24 yrs,0,Central portion,0
1999,15-24 yrs,0,Lower-inner quadrant,0
1999,15-24 yrs,0,Lower-outer quadrant,0
1999,15-24 yrs,0,Nipple,0
1999,15-24 yrs,0,Overlapping lesion,0
1999,15-24 yrs,0,Upper-inner quadrant,0
1999,15-24 yrs,0,Upper-outer quadrant,0
1999,15-24 yrs,I,Axillary tail,0
1999,15-24 yrs,I,"Breast, NOS",1
1999,15-24 yrs,I,Central portion,0
1999,15-24 yrs,I,Lower-inner quadrant,0
1999,15-24 yrs,I,Lower-outer quadrant,0
1999,15-24 yrs,I,Nipple,0
1999,15-24 yrs,I,Overlapping lesion,0
1999,15-24 yrs,I,Upper-inner quadrant,0
1999,15-24 yrs,I,Upper-outer quadrant,0
1999,15-24 yrs,II,Axillary tail,0
1999,15-24 yrs,II,"Breast, NOS",1
1999,15-24 yrs,II,Central portion,0
1999,15-24 yrs,II,Lower-inner quadrant,0
1999,15-24 yrs,II,Lower-outer quadrant,0
1999,15-24 yrs,II,Nipple,0
1999,15-24 yrs,II,Overlapping lesion,3
1999,15-24 yrs,II,Upper-inner quadrant,2
1999,15-24 yrs,II,Upper-outer quadrant,4
1999,15-24 yrs,III,Axillary tail,0
1999,15-24 yrs,III,"Breast, NOS",2
1999,15-24 yrs,III,Central portion,0
1999,15-24 yrs,III,Lower-inner quadrant,0
1999,15-24 yrs,III,Lower-outer quadrant,0
1999,15-24 yrs,III,Nipple,0
1999,15-24 yrs,III,Overlapping lesion,2
1999,15-24 yrs,III,Upper-inner quadrant,0
1999,15-24 yrs,III,Upper-outer quadrant,2
1999,15-24 yrs,IV,Axillary tail,0
1999,15-24 yrs,IV,"Breast, NOS",1
1999,15-24 yrs,IV,Central portion,0
1999,15-24 yrs,IV,Lower-inner quadrant,0
1999,15-24 yrs,IV,Lower-outer quadrant,0
1999,15-24 yrs,IV,Nipple,0
1999,15-24 yrs,IV,Overlapping lesion,0
1999,15-24 yrs,IV,Upper-inner quadrant,0
1999,15-24 yrs,IV,Upper-outer quadrant,0
1999,15-24 yrs,Unknown,Axillary tail,0
1999,15-24 yrs,Unknown,"Breast, NOS",2
1999,15-24 yrs,Unknown,Central portion,0
1999,15-24 yrs,Unknown,Lower-inner quadrant,0
1999,15-24 yrs,Unknown,Lower-outer quadrant,0
1999,15-24 yrs,Unknown,Nipple,0
1999,15-24 yrs,Unknown,Overlapping lesion,0
1999,15-24 yrs,Unknown,Upper-inner quadrant,1
1999,15-24 yrs,Unknown,Upper-outer quadrant,2
1999,25-34 yrs,0,Axillary tail,0
1999,25-34 yrs,0,"Breast, NOS",0
1999,25-34 yrs,0,Central portion,0
1999,25-34 yrs,0,Lower-inner quadrant,0
1999,25-34 yrs,0,Lower-outer quadrant,0
1999,25-34 yrs,0,Nipple,0
1999,25-34 yrs,0,Overlapping lesion,0
1999,25-34 yrs,0,Upper-inner quadrant,0
1999,25-34 yrs,0,Upper-outer quadrant,0
1999,25-34 yrs,I,Axillary tail,1
